filetimestamp,postime,icao,reg,type,wtc,spd,altt,alt,galt,talt,lat,lon,vsit,vsi,trkh,ttrk,trak,sqk,call,gnd,trt,pos,mlat,tisb,sat,opicao,cou,mil,interested,dst,from,to,NNUMBER,SERIAL NUMBER,YEAR MFR,NAME,STREET,STREET2,CITY,STATE,ZIP CODE,REGION,COUNTRY,trace_url
2020-07-25 21:00:01,1595735999365,ABB579,N8534Z,B738,2,217.7,0,4550,4630,2496,45.426279,-122.440617,0,-960,0,9.8,40.7,3225,SWA1284,0,5,1,0,0,0,SWA,United States,0,0,10.94,KPHL Philadelphia United States,KPBI Palm Beach West Palm Beach United States,,63578                         ,2017,SOUTHWEST AIRLINES CO                             ,2702 LOVE FIELD DR HDQ-4GC       ,                                 ,DALLAS            ,TX,75235     ,2,US,https://tar1090.adsbexchange.com/?icao=ABB579&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735999666,A4E108,N413UA,A320,2,432.6,0,38000,37990,24000,45.607367,-122.580574,0,0,0,329.8,357.1,3356,UAL503,0,5,1,0,0,0,UAL,United States,0,0,7.31,KSFO San Francisco United States,KSFO San Francisco United States,,470                           ,1994,UNITED AIRLINES INC                               ,233 S WACKER DR                  ,                                 ,CHICAGO           ,IL,606067147 ,C,US,https://tar1090.adsbexchange.com/?icao=A4E108&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735998461,ABBBC7,N855VA,A320,2,429.3,0,35375,35365,24000,45.841804,-122.6147,0,-3520,0,184.2,350.2,3305,ASA432,0,5,1,0,0,0,ASA,United States,0,0,20.36,KSEA Seattle Tacoma United States,KLAX Los Angeles United States,,5179                          ,2012,WELLS FARGO TRUST CO NA TRUSTEE                   ,MAC U1228-51                     ,299 S MAIN ST FL 5               ,SALT LAKE CITY    ,UT,841112689 ,S,US,https://tar1090.adsbexchange.com/?icao=ABBBC7&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:00:01,1595735999213,A9ED9D,N739MR,C172,1,73.2,0,2425,2505,,45.570694,-122.688814,1,128,0,,104.2,0334,N,0,5,1,0,0,0,,United States,0,1,3.98,,,,17270654                      ,1978,PORTLAND POLICE BUREAU                            ,1111 SW 2ND AVE                  ,                                 ,PORTLAND          ,OR,972043232 ,S,US,https://tar1090.adsbexchange.com/?icao=A9ED9D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:30:02,1595737798537,A68B71,N5201H,C172,1,96.5,0,1200,1271,,45.470718,-122.46303,1,448,0,,197.5,1200,N5201H,0,5,1,0,0,0,,United States,0,0,9.15,,,,17265374                      ,1975,GORGE WINDS AVIATION INC                          ,PO BOX 224                       ,                                 ,FAIRVIEW          ,OR,970240224 ,S,US,https://tar1090.adsbexchange.com/?icao=A68B71&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:30:02,1595737796580,A73E34,N566LF,A119,1,160.1,0,4850,4921,,45.548309,-122.101515,0,0,0,,237.5,1200,N566LF,0,5,1,0,0,0,,United States,0,1,24.24,,,,14808                         ,2013,WELLS FARGO TRUST CO NA TRUSTEE                   ,MAC: U1228-51                    ,299 S MAIN ST FL 5               ,SALT LAKE CITY    ,UT,841112689 ,S,US,https://tar1090.adsbexchange.com/?icao=A73E34&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:30:02,1595737797477,A66BC3,N5124B,C152,1,100.2,0,4400,4501,,45.482895,-123.121883,1,-64,0,,192.1,4736,N5124B,0,5,1,0,0,0,,United States,0,0,18.84,,,,15283761                      ,1979,HILLSBORO AERO ACADEMY LLCC                       ,3565 NE CORNELL                  ,                                 ,HILLSBORO         ,OR,97124     ,S,US,https://tar1090.adsbexchange.com/?icao=A66BC3&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 21:30:02,1595737798686,A9ED9D,N739MR,C172,1,99.2,0,2400,2489,,45.565377,-122.666199,1,0,0,,217.2,0334,N,0,5,1,0,0,0,,United States,0,1,3.64,,,,17270654                      ,1978,PORTLAND POLICE BUREAU                            ,1111 SW 2ND AVE                  ,                                 ,PORTLAND          ,OR,972043232 ,S,US,https://tar1090.adsbexchange.com/?icao=A9ED9D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:00:01,1595739595694,A0A996,N1416E,C172,1,105.3,0,6400,6489,,45.224242,-123.001322,1,0,0,,355.6,4713,N1416E,0,5,1,0,0,0,,United States,0,0,21.75,,,,17270989                      ,1978,SALEM PILOTS ASSOCIATION                          ,PO BOX 105                       ,                                 ,SALEM             ,OR,973080105 ,S,US,https://tar1090.adsbexchange.com/?icao=A0A996&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:00:01,1595739596447,AD56C8,N959HC,C172,1,95.9,0,4100,4189,,45.705048,-122.843762,1,-512,0,,101.4,0132,N959HC,0,5,1,0,0,0,,United States,0,0,13.93,,,,17262361                      ,1973,HESSTON COLLEGE                                   ,PO BOX 3000                      ,                                 ,HESSTON           ,KS,670622093 ,3,US,https://tar1090.adsbexchange.com/?icao=AD56C8&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:00:01,1595739596596,A53E93,N437QX,DH8D,2,363.9,0,21000,21089,,45.389037,-122.733698,0,0,0,,195.3,4630,QXE2286,0,5,1,0,0,0,QXE,United States,0,0,7.39,KPDX Portland United States,KSEA Seattle Tacoma United States,,4240                          ,2009,HORIZON AIR INDUSTRIES INC                        ,C/O LEGAL DEPT - SEAZL           ,19300 INTERNATIONAL BLVD         ,SEATTLE           ,WA,98188     ,S,US,https://tar1090.adsbexchange.com/?icao=A53E93&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:00:01,1595739595995,A9ED9D,N739MR,C172,1,75.6,0,2550,2639,,45.514709,-122.666931,1,0,0,,332.4,0334,N,0,5,1,0,0,0,,United States,0,1,0.67,,,,17270654                      ,1978,PORTLAND POLICE BUREAU                            ,1111 SW 2ND AVE                  ,                                 ,PORTLAND          ,OR,972043232 ,S,US,https://tar1090.adsbexchange.com/?icao=A9ED9D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:30:01,1595741397360,ACB772,N9185H,C172,1,90.3,0,1650,1739,,45.742927,-122.608727,1,0,0,,320.8,1200,N9185H,0,5,1,0,0,0,,United States,0,0,14.54,,,,17265999                      ,1975,FLYIT LLC                                         ,1517 NE 314TH AVE                ,                                 ,WASHOUGAL         ,WA,986719268 ,S,US,https://tar1090.adsbexchange.com/?icao=ACB772&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:30:01,1595741396462,A37ECA,N324SP,C172,1,108.9,0,2450,2551,,45.614731,-123.070589,1,-576,0,,134.3,1200,N324SP,0,5,1,0,0,0,,United States,0,0,17.87,,,,172S8249                      ,1999,HAGELE AVIATION LLC                               ,5863 NE WELLER CT                ,                                 ,HILLSBORO         ,OR,971247297 ,S,US,https://tar1090.adsbexchange.com/?icao=A37ECA&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:30:01,1595741396157,AD56C8,N959HC,C172,1,100.9,0,2100,2201,,45.445365,-122.798343,1,-192,0,,256.2,1200,N959HC,0,5,1,0,0,0,,United States,0,0,6.31,,,,17262361                      ,1973,HESSTON COLLEGE                                   ,PO BOX 3000                      ,                                 ,HESSTON           ,KS,670622093 ,3,US,https://tar1090.adsbexchange.com/?icao=AD56C8&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:30:01,1595741397970,A86B74,N6411G,C150,1,107.7,0,3200,3280,,45.583625,-122.416809,1,-1280,0,,238.7,3547,N6411G,0,5,1,0,0,0,,United States,0,0,11.83,,,,15071911                      ,1970,L-BIRD LLC                                        ,1750 COUNTRY CLUB RD             ,                                 ,HOOD RIVER        ,OR,970318636 ,S,US,https://tar1090.adsbexchange.com/?icao=A86B74&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:30:01,1595741397360,A06CF3,N1264U,C172,1,100.1,0,6500,6589,,45.243942,-123.111289,1,-64,0,,21.7,4764,N1264U,0,5,1,0,0,0,,United States,0,0,24.16,,,,17266959                      ,1976,FRONTIER FLIGHT SERVICES INC                      ,5695 SW AIRPORT PL               ,                                 ,CORVALLIS         ,OR,973339547 ,S,US,https://tar1090.adsbexchange.com/?icao=A06CF3&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 22:30:01,1595741396910,A2228B,N237AK,B739,2,437.6,0,36600,36610,6016,45.73407,-122.587928,0,-2688,0,334.7,350,1032,ASA1412,0,5,1,0,0,0,ASA,United States,0,0,14.22,KLAX Los Angeles United States,KJFK John F Kennedy New York United States,,36357                         ,2016,ALASKA AIRLINES INC                               ,C/O LEGAL DEPARTMENT - SEAZL     ,19300 INTERNATIONAL BLVD         ,SEATTLE           ,WA,98188     ,S,US,https://tar1090.adsbexchange.com/?icao=A2228B&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 23:00:01,1595743197717,A86B74,N6411G,C150,1,82.7,0,600,701,,45.591248,-122.553763,1,-128,0,,124.7,3547,N6411G,0,5,1,0,0,0,,United States,0,0,7.26,,,,15071911                      ,1970,L-BIRD LLC                                        ,1750 COUNTRY CLUB RD             ,                                 ,HOOD RIVER        ,OR,970318636 ,S,US,https://tar1090.adsbexchange.com/?icao=A86B74&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 23:00:01,1595743199522,ACB772,N9185H,C172,1,64.1,0,550,651,,45.548106,-122.95713,1,768,0,,325.8,1200,N9185H,0,5,1,0,0,0,,United States,0,0,12.14,,,,17265999                      ,1975,FLYIT LLC                                         ,1517 NE 314TH AVE                ,                                 ,WASHOUGAL         ,WA,986719268 ,S,US,https://tar1090.adsbexchange.com/?icao=ACB772&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 23:30:01,1595744994618,ABB288,N853AL,PC12,1,150,0,1700,1801,,45.582601,-122.620125,1,2304,0,,181.1,4702,N853AL,0,5,1,0,0,0,,United States,0,0,5.19,,,,168                           ,1996,METRO AVIATION INC                                ,1214 HAWN AVE                    ,                                 ,SHREVEPORT        ,LA,711076612 ,2,US,https://tar1090.adsbexchange.com/?icao=ABB288&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 23:30:01,1595744995218,A03B27,N114AZ,RV14,1,144.3,0,1650,1751,,45.483212,-122.703217,0,0,0,,125.1,0165,N114AZ,0,5,1,0,0,0,,United States,0,0,1.77,,,,140304                        ,2019,WEBB BRENT E                                      ,2340 US HWY 180 E #216           ,                                 ,SILVER CITY       ,NM,88061     ,2,US,https://tar1090.adsbexchange.com/?icao=A03B27&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 23:30:01,1595744994162,ACB772,N9185H,C172,1,95.2,0,1075,1176,,45.543411,-122.971344,1,640,0,,148.3,1200,N9185H,0,5,1,0,0,0,,United States,0,0,12.67,,,,17265999                      ,1975,FLYIT LLC                                         ,1517 NE 314TH AVE                ,                                 ,WASHOUGAL         ,WA,986719268 ,S,US,https://tar1090.adsbexchange.com/?icao=ACB772&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-25 23:30:01,1595744996125,A656BF,N5073N,C172,1,100,0,7400,7501,,45.698822,-123.025974,1,0,0,,172,4606,N5073N,0,5,1,0,0,0,,United States,0,0,18.77,,,,17276404                      ,1985,PAVCO INC                                         ,1110 26TH AVE NW                 ,                                 ,GIG HARBOR        ,WA,983358834 ,S,US,https://tar1090.adsbexchange.com/?icao=A656BF&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-26 00:00:01,1595746771864,ACB772,N9185H,C172,1,67,0,475,564,,45.62771,-122.394905,1,-832,0,,271.7,0154,N9185H,0,5,1,0,0,0,,United States,0,0,13.88,,,,17265999                      ,1975,FLYIT LLC                                         ,1517 NE 314TH AVE                ,                                 ,WASHOUGAL         ,WA,986719268 ,S,US,https://tar1090.adsbexchange.com/?icao=ACB772&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-26 00:00:01,1595746797749,A88B46,N65KD,C172,1,84.1,0,1050,1160,,45.432816,-122.96657,1,-640,0,,205.3,1200,N65KD,0,5,1,0,0,0,,United States,0,0,13.01,,,,,,,,,,,,,,https://tar1090.adsbexchange.com/?icao=A88B46&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-26 00:30:01,1595748595616,A06CF3,N1264U,C172,1,105.7,0,5500,5601,,45.31572,-123.079769,1,64,0,,209.5,6604,N1264U,0,5,1,0,0,0,,United States,0,0,20.49,,,,17266959                      ,1976,FRONTIER FLIGHT SERVICES INC                      ,5695 SW AIRPORT PL               ,                                 ,CORVALLIS         ,OR,973339547 ,S,US,https://tar1090.adsbexchange.com/?icao=A06CF3&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-26 01:30:01,1595752195655,A04EBB,N119MF,B407,1,132,0,2925,3035,1088,45.242935,-122.672359,0,128,0,,359.6,0143,N119MF,0,5,1,0,0,0,,United States,0,0,15.73,,,,54550                         ,2014,MERCY FLIGHTS INC                                 ,2020 MILLIGAN WAY                ,                                 ,MEDFORD           ,OR,975045894 ,S,US,https://tar1090.adsbexchange.com/?icao=A04EBB&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-26 02:00:01,1595753999247,A1CCC5,N215HA,A21N,2,206.8,0,2400,2510,2496,45.428187,-122.477261,0,0,0,49.9,66,2427,HAL8032,0,5,1,0,0,0,HAL,United States,0,0,9.51,,,,8266                          ,2018,HAWAIIAN AIRLINES INC                             ,3375 KOAPAKA ST STE G350         ,                                 ,HONOLULU          ,HI,968191804 ,4,US,https://tar1090.adsbexchange.com/?icao=A1CCC5&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-26
2020-07-26 21:00:01,1595822397485,A3ECC8,N352FR,A20N,2,161.4,0,650,571,7008,45.584061,-122.568635,0,3072,0,,120.5,6651,,0,2,1,0,0,0,FFT,United States,0,0,6.51,,,,8976                          ,2019,WELLS FARGO TRUST CO NA TRUSTEE                   ,299 S MAIN ST 5TH FLOOR          ,                                 ,SALT LAKE CITY    ,UT,84111     ,S,US,https://tar1090.adsbexchange.com/?icao=A3ECC8&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822397785,A838E2,N629NK,A320,2,349.1,0,13050,12990,23008,45.374588,-122.243238,0,2880,0,,168.4,6623,NKS261,0,5,1,0,0,0,NKS,United States,0,0,19.79,KPDX Portland United States,KLAS McCarran Las Vegas United States,,6300                          ,2014,SPIRIT AIRLINES INC                               ,2800 EXECUTIVE WAY               ,                                 ,MIRAMAR           ,FL,330256542 ,7,US,https://tar1090.adsbexchange.com/?icao=A838E2&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822396588,A21A05,N2342L,BE23,1,96.3,0,1500,1421,,45.699261,-122.637634,0,-64,0,,94.8,1200,,0,2,1,0,0,0,,United States,0,0,11.75,,,,M-173                         ,1963,WILLIAMS JAMES W                                  ,14707 NW 7TH PL                  ,                                 ,VANCOUVER         ,WA,986855762 ,S,US,https://tar1090.adsbexchange.com/?icao=A21A05&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822398086,A73D1E,N5659P,M5,1,123.1,0,1775,1696,,45.31041,-122.930407,1,-384,0,,223.7,1200,N5659P,0,5,1,0,0,0,,United States,0,0,15.88,,,,8037C                         ,    ,FARMER TODD                                       ,17207 SW GREEN HERON DR          ,                                 ,SHERWOOD          ,OR,971408973 ,S,US,https://tar1090.adsbexchange.com/?icao=A73D1E&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822397035,A62201,N4945F,R44,1,89,0,1800,1721,,45.518143,-122.709503,1,-960,0,,57.4,1200,N4945F,0,5,1,0,0,0,,United States,0,0,1.65,,,,10015                         ,2002,EMERALD CITY AIRCRAFT LEASING INC                 ,PO BOX 1674                      ,                                 ,PORT ORCHARD      ,WA,983660175 ,S,US,https://tar1090.adsbexchange.com/?icao=A62201&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822397184,A6A5E7,N5274V,C172,1,117.6,0,1375,1315,1216,45.236625,-122.789634,1,0,0,,185.9,1200,N5274V,0,5,1,0,0,0,,United States,0,0,16.82,,,,172S11005                     ,2009,H & R AVIATION LLC                                ,2880 WHITE SALMON CT             ,                                 ,WEST LINN         ,OR,970682961 ,S,US,https://tar1090.adsbexchange.com/?icao=A6A5E7&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822397635,A5622D,N446PA,PA44,1,82.2,0,775,715,3008,45.515985,-122.924217,1,-256,0,,323.4,1200,N446PA,0,5,1,0,0,0,,United States,0,0,10.5,,,,4496086                       ,2001,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A5622D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822397340,A85CE8,N638QX,E75L,2,238.6,0,4925,4845,4000,45.801636,-122.676153,0,-1344,0,,232,4624,QXE2708,0,5,1,0,0,0,QXE,United States,0,0,17.79,KSEA Seattle Tacoma United States,KBOI Boise Air TerminalGowen field United States,,17000757                      ,2018,HORIZON AIR INDUSTRIES INC                        ,C/O LEGAL DEPT SEA2L             ,19300 INTERNATIONAL BLVD         ,SEATTLE           ,WA,98188     ,S,US,https://tar1090.adsbexchange.com/?icao=A85CE8&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822398238,A55736,N443QX,DH8D,2,335.9,0,23000,22921,,45.293605,-122.638639,0,0,0,,184.3,4623,QXE2038,0,5,1,0,0,0,QXE,United States,0,0,12.78,,,,4353                          ,2011,HORIZON AIR INDUSTRIES INC                        ,C/O LEGAL DEPARTMENT - SEAZL     ,19300 INTERNATIONAL BLVD         ,SEATAC            ,WA,981885304 ,S,US,https://tar1090.adsbexchange.com/?icao=A55736&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822398686,A07EE3,N13096,C172,1,74.3,0,2475,2415,,45.418076,-122.70231,1,448,0,6.3,23.8,0141,N13096,0,5,1,0,0,0,,United States,0,0,5.35,,,,17262490                      ,1973,FLIGHTS COOL LLC                                  ,921 SW SHAKER PL                 ,                                 ,PORTLAND          ,OR,972256152 ,S,US,https://tar1090.adsbexchange.com/?icao=A07EE3&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822392362,A6C616,N5355Q,C152,1,54,0,400,309,,45.548991,-122.421066,1,-576,0,,90,1200,N5355Q,0,5,1,0,0,0,,United States,0,0,10.99,,,,15285104                      ,1981,GORGE WINDS AVIATION INC                          ,PO BOX 224                       ,                                 ,FAIRVIEW          ,OR,970240224 ,S,US,https://tar1090.adsbexchange.com/?icao=A6C616&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:00:01,1595822398388,A8A017,N655JB,A320,2,223.7,0,3075,2995,2496,45.733109,-122.758015,0,-1152,0,189.8,238.2,3060,JBU1205,0,5,1,0,0,0,JBU,United States,0,0,14.12,KJFK John F Kennedy New York United States,KPDX Portland United States,,3072                          ,2007,JETBLUE AIRWAYS CORP                              ,27-01 QUEENS PLAZA NORTH         ,                                 ,LONG ISLAND       ,NY,111014020 ,1,US,https://tar1090.adsbexchange.com/?icao=A8A017&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:30:01,1595824196206,A57900,N4516C,C170,1,61.7,0,800,709,,45.550015,-122.380623,1,448,0,,24.9,1200,N4516C,0,5,1,0,0,0,,United States,0,0,12.66,,,,25460                         ,1952,STAHLMAN MICHAEL J                                ,5431 NE BROADWAY ST              ,                                 ,PORTLAND          ,OR,972133529 ,S,US,https://tar1090.adsbexchange.com/?icao=A57900&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:30:01,1595824195605,AADFC8,N80CT,C152,1,73.5,0,4325,4254,,45.490335,-123.137378,1,640,0,,195,4710,N80CT,0,5,1,0,0,0,,United States,0,0,19.47,,,,,,,,,,,,,,https://tar1090.adsbexchange.com/?icao=AADFC8&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:30:01,1595824197409,A5EA33,N480SK,P3,2,168.4,0,1400,1340,4000,45.549084,-122.479088,0,-704,0,,299.9,1422,OMAHA80,0,5,1,0,0,0,,United States,0,0,8.65,,,,154580                        ,    ,U S CUSTOMS & BORDER PROTECTION                   ,1300 PENNSYLVANIA AVE NW STE 8.4D,                                 ,WASHINGTON        ,DC,202290002 ,1,US,https://tar1090.adsbexchange.com/?icao=A5EA33&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:30:01,1595824147814,A07EE3,N13096,C172,1,57.3,0,425,365,,45.574548,-122.571236,0,-320,0,6.3,317.1,5571,N13096,0,5,1,0,0,0,,United States,0,0,6.03,,,,17262490                      ,1973,FLIGHTS COOL LLC                                  ,921 SW SHAKER PL                 ,                                 ,PORTLAND          ,OR,972256152 ,S,US,https://tar1090.adsbexchange.com/?icao=A07EE3&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 21:30:01,1595824196508,A6CE36,N538AS,B738,2,443.4,0,28800,28810,6016,45.919546,-122.633995,0,-2240,0,336.1,350.3,7312,ASA525,0,5,1,0,0,0,ASA,United States,0,0,24.93,KBUR Bob Hope Burbank United States,KSEA Seattle Tacoma United States,,41188                         ,2012,ALASKA AIRLINES INC                               ,C/O LEGAL DEPARTMENT - SEAZL     ,19300 INTERNATIONAL BLVD         ,SEATTLE           ,WA,98188     ,S,US,https://tar1090.adsbexchange.com/?icao=A6CE36&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 22:00:01,1595825997940,A81316,N6194E,C172,1,86.5,0,3175,3115,2912,45.727066,-122.587258,0,256,0,21.1,292.4,0132,N6194E,0,5,1,0,0,0,,United States,0,0,13.82,,,,17271998                      ,1978,REEBURGH SCOTT L                                  ,17505 NE 31ST ST                 ,                                 ,VANCOUVER         ,WA,986823668 ,S,US,https://tar1090.adsbexchange.com/?icao=A81316&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 22:00:01,1595825998243,A5FDE4,N48521,C152,1,103,0,4450,4391,,45.858563,-122.862511,1,-128,0,,359.4,4757,N48521,0,5,1,0,0,0,,United States,0,0,22.62,,,,15283346                      ,1979,HILLSBORO AERO ACADEMY LLC                        ,3565 NE CORNELL RD               ,                                 ,HILLSBORO         ,OR,971246374 ,S,US,https://tar1090.adsbexchange.com/?icao=A5FDE4&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 22:00:01,1595825998394,A5424A,N438QX,DH8D,2,344.5,0,20900,20829,,45.225173,-122.798276,0,64,0,277.7,195.5,4625,QXE2286,0,5,1,0,0,0,QXE,United States,0,0,17.58,KPDX Portland United States,KSEA Seattle Tacoma United States,,4243                          ,2009,HORIZON AIR INDUSTRIES INC                        ,C/O LEGAL DEPT SEAZL             ,19300 INTERNATIONAL BLVD         ,SEATAC            ,WA,981885304 ,S,US,https://tar1090.adsbexchange.com/?icao=A5424A&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 22:00:01,1595825997041,A777BF,N580UW,A321,2,164.2,0,1650,1590,4000,45.53684,-122.472102,0,-704,0,,298.7,7124,AAL1736,0,5,1,0,0,0,AAL,United States,0,0,8.74,KCLT Charlotte Douglas United States,KPDX Portland United States,,6133                          ,2014,AMERICAN AIRLINES INC                             ,1 SKYVIEW DR                     ,MD 8B369                         ,FORT WORTH        ,TX,76155     ,2,US,https://tar1090.adsbexchange.com/?icao=A777BF&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 22:30:02,1595827797476,A04A6D,N118FE,B763,3,340.2,0,12675,12615,36992,45.562723,-122.819733,0,5056,0,123.8,133.9,6617,FDX781,0,5,1,0,0,0,FDX,United States,0,0,7,KMEM Memphis United States,KPDX Portland United States,,42714                         ,2015,FEDERAL EXPRESS CORP                              ,ATTN MGR FAA & INDUSTRY AFFAIRS  ,3131 DEMOCRAT RD                 ,MEMPHIS           ,TN,381181516 ,3,US,https://tar1090.adsbexchange.com/?icao=A04A6D&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 22:30:02,1595827795815,ACB772,N9185H,C172,1,105.3,0,1750,1679,,45.735397,-122.600723,1,-64,0,,288.3,1200,N9185H,0,5,1,0,0,0,,United States,0,0,14.16,,,,17265999                      ,1975,FLYIT LLC                                         ,1517 NE 314TH AVE                ,                                 ,WASHOUGAL         ,WA,986719268 ,S,US,https://tar1090.adsbexchange.com/?icao=ACB772&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 22:30:02,1595827796869,A73E34,N566LF,A119,1,139.9,0,2000,1941,,45.852092,-122.909546,0,128,0,,350.5,0316,N566LF,0,5,1,0,0,0,,United States,0,1,23.02,,,,14808                         ,2013,WELLS FARGO TRUST CO NA TRUSTEE                   ,MAC: U1228-51                    ,299 S MAIN ST FL 5               ,SALT LAKE CITY    ,UT,841112689 ,S,US,https://tar1090.adsbexchange.com/?icao=A73E34&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 22:30:02,1595827797476,A81316,N6194E,C172,1,91.4,0,2575,2515,3296,45.474786,-122.945988,0,448,0,165.2,197.8,0132,N6194E,0,5,1,0,0,0,,United States,0,0,11.54,,,,17271998                      ,1978,REEBURGH SCOTT L                                  ,17505 NE 31ST ST                 ,                                 ,VANCOUVER         ,WA,986823668 ,S,US,https://tar1090.adsbexchange.com/?icao=A81316&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 23:00:01,1595829595716,A154E6,N185SY,E75L,2,223.5,0,4050,4010,4000,45.63002,-122.366125,0,-128,0,,148.7,4667,SKW3448,0,5,1,0,0,0,SKW,United States,0,0,14.98,,,,17000600                      ,2016,SKYWEST AIRLINES INC                              ,444 S RIVER RD                   ,                                 ,SAINT GEORGE      ,UT,847902085 ,S,US,https://tar1090.adsbexchange.com/?icao=A154E6&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
2020-07-26 23:00:01,1595829597224,A81316,N6194E,C172,1,76.6,0,1050,990,2912,45.539727,-122.410405,0,-64,0,25.3,33.3,1200,N6194E,0,5,1,0,0,0,,United States,0,0,11.31,,,,17271998                      ,1978,REEBURGH SCOTT L                                  ,17505 NE 31ST ST                 ,                                 ,VANCOUVER         ,WA,986823668 ,S,US,https://tar1090.adsbexchange.com/?icao=A81316&lat=45.409&lon=-122.898&zoom=9.0&showTrace=2020-07-27
